CID,R,F,M,cluster
4701479,0.6759121747969165,-1.4178289748643051,3.609052684672733,3
4701480,-0.14660770597109646,0.02067174674919342,2.4615644412489948,3
4701487,1.036085961478374,-1.4178289748643051,2.43795524036219,3
4701701,1.5393637218418996,-1.4178289748643051,2.43795524036219,3
4702023,0.09648538912009663,0.2118102810016082,2.2596998347292803,3
4702346,-1.4208917496869597,-0.3455902629166099,4.049682064650945,3
4702390,0.9829291129419733,0.2118102810016082,2.1211105212256407,3
4702566,0.06170644243523466,0.44965927192842575,4.137040440019984,3
4703246,1.7231354165472796,-0.8139742712348548,1.6456914824243303,3
4703603,1.5703161645701589,-1.4178289748643051,1.7254192082398652,3
4703734,0.27314525727474515,-1.4178289748643051,1.7254192082398652,3
4704370,0.878565526615838,-0.47294355898630297,1.763645779011589,3
4704983,0.39025200151336853,-1.4178289748643051,1.7254192082398652,3
4705651,0.9585493852323846,-1.4178289748643051,1.7254192082398652,3
4706074,1.7716311536385168,-1.0613541860416928,1.929891777955104,3
4706214,1.604687989207533,-1.4178289748643051,2.43795524036219,3
4707703,1.5564721444692184,-1.4178289748643051,3.609052684672733,3
4707709,-0.44985679901220793,0.6285044345990097,3.5382660354169624,3
4707788,0.368509135633924,0.2659524982608238,4.17518861685578,3
4707856,1.097869780733487,-0.8139742712348548,1.9638975390418685,3
4707970,1.5675763892649972,-1.0613541860416928,2.43795524036219,3
4707998,1.097869780733487,-1.4178289748643051,2.43795524036219,3
4708046,-0.14660770597109646,-1.4178289748643051,3.609052684672733,3
4708073,1.5703161645701589,-1.4178289748643051,1.7254192082398652,3
4708100,1.036085961478374,0.7714351615829789,1.980892827286995,3
4708488,0.27314525727474515,-1.4178289748643051,1.7254192082398652,3
4708512,0.45127631824186226,0.02067174674919342,2.720720100240072,3
4708556,1.4048636772517313,-1.4178289748643051,3.1427715381410035,3
4708640,1.3158877101115272,-1.4178289748643051,1.7254192082398652,3
4709163,1.3897352030299928,-1.0613541860416928,1.9638975390418685,3
4709271,-0.19740212103962618,-1.4178289748643051,3.609052684672733,3
4709383,0.8973153397355034,-1.4178289748643051,3.980251214458527,3
4709889,1.123304223070067,-0.8139742712348548,1.8686297266010494,3
4709952,1.8550215565588197,-0.8139742712348548,1.8050272177019098,3
4710198,0.5895429165188136,-1.0613541860416928,2.5559172708843656,3
4710327,1.5703161645701589,-1.4178289748643051,1.7254192082398652,3
4710516,1.320264005547653,-1.4178289748643051,3.609052684672733,3
4711008,1.5508308522176242,-1.4178289748643051,1.7254192082398652,3
4711245,-0.14660770597109646,-1.4178289748643051,3.609052684672733,3
4711379,1.3158877101115272,-1.4178289748643051,3.609052684672733,3
4711441,1.845522527540035,-1.0613541860416928,2.0827600773830173,3
4711944,0.1908654622679325,0.02067174674919342,2.414337524416607,3
4711961,1.6894966897075268,-1.4178289748643051,1.7254192082398652,3
4713781,-0.3775402806886974,-0.23628124460158903,4.105850289463743,3
4713845,0.27314525727474515,-1.0613541860416928,2.603044103161528,3
4714107,0.5738719073193204,-1.4178289748643051,3.8412321954099107,3
4714379,0.32262598792556535,-0.47294355898630297,2.02098184547938,3
4714589,1.8107852865106622,-1.4178289748643051,1.7254192082398652,3
4714660,0.43159204842358395,-0.3455902629166099,2.947675816587588,3
4714815,1.415937809189978,-1.4178289748643051,3.609052684672733,3
4715006,0.47035514391253075,-1.4178289748643051,3.980251214458527,3
4715298,1.4231959652289443,-1.4178289748643051,1.7254192082398652,3
4715329,0.47035514391253075,-1.4178289748643051,3.8412321954099107,3
4715370,0.9585493852323846,-1.0613541860416928,1.8447874014597434,3
4715395,-0.530550084508304,-1.4178289748643051,4.534297684246766,3
4715396,1.123304223070067,-1.4178289748643051,1.6297312574089182,3
4715454,0.5738719073193204,-1.4178289748643051,3.8412321954099107,3
4715840,-0.19740212103962618,-1.0613541860416928,2.035244138900751,3
4715964,0.5738719073193204,-1.4178289748643051,4.257668956736875,3
4716699,0.45127631824186226,-1.0613541860416928,1.6775971650158896,3
4717081,1.0504078355656088,-1.4178289748643051,1.8686297266010494,3
4717381,1.5393637218418996,-1.4178289748643051,1.7254192082398652,3
42137501,1.3458093423796085,-0.8139742712348548,3.5315213778113987,3
42139625,-0.530550084508304,-0.05568433025468827,2.8899792010814394,3
42139991,0.45127631824186226,-1.4178289748643051,4.534297684246766,3
44334042,0.9908314477084124,-1.0613541860416928,1.8447874014597434,3
44335093,1.7527828918038422,-1.4178289748643051,1.7254192082398652,3
44335454,1.4546952711388672,-1.0613541860416928,2.43795524036219,3
44336303,0.47035514391253075,0.9117654573206876,3.159274535644725,3
44336593,1.1535616921989613,-0.8139742712348548,3.5780486148494695,3
44336710,0.4888632083103395,-1.4178289748643051,1.7254192082398652,3
44336800,1.8658806498170761,-1.4178289748643051,1.7254192082398652,3
44336969,0.9749166616997876,-1.4178289748643051,3.980251214458527,3
44337048,-0.19740212103962618,0.08997449730061792,2.5703036033231736,3
44337429,1.7546994510384246,-0.47294355898630297,2.34343267952049,3
44337564,1.4512854169991436,-0.3455902629166099,2.43795524036219,3
44337640,1.193351226323338,-1.4178289748643051,1.9638975390418685,3
44337690,1.4876471245973613,-1.0613541860416928,4.006707173683322,3
44337701,1.882481893882152,-1.4178289748643051,1.7254192082398652,3
44337728,1.2355953827303738,-1.4178289748643051,3.1427715381410035,3
44337861,0.47035514391253075,-1.4178289748643051,3.980251214458527,3
44531979,1.521681861585541,-1.0613541860416928,2.43795524036219,3
44532006,1.8358400865733275,-1.4178289748643051,2.43795524036219,3
44532039,1.7527828918038422,-1.4178289748643051,1.929891777955104,3
44532101,1.5508308522176242,-0.6251987604330399,1.9638975390418685,3
44532284,1.5757531796038817,-1.0613541860416928,2.43795524036219,3
44532351,1.5064816543401862,-1.4178289748643051,3.609052684672733,3
44532621,0.6197231084657697,-0.8139742712348548,2.2803400044965434,3
44532764,0.47035514391253075,-1.4178289748643051,3.8412321954099107,3
44532838,1.2355953827303738,-1.4178289748643051,2.201384677623268,3
44533894,1.814198824458475,-1.4178289748643051,1.9638975390418685,3
44534045,0.506832336382161,-0.8139742712348548,1.9638975390418685,3
44534645,0.7021550510058342,0.2659524982608238,1.895865572892965,3
44534984,1.0432918896894672,-1.4178289748643051,1.7254192082398652,3
44535547,1.3158877101115272,-1.4178289748643051,1.7254192082398652,3
44535607,0.5895429165188136,-1.0613541860416928,2.673673619964853,3
44535663,0.47035514391253075,-0.8139742712348548,4.057393415423691,3
44535790,0.5895429165188136,-1.4178289748643051,3.8412321954099107,3
44536084,1.123304223070067,-1.4178289748643051,1.6297312574089182,3
44536341,0.8973153397355034,-0.6251987604330399,3.3529273577583485,3
44536344,0.09648538912009663,-1.0613541860416928,3.9570960397202253,3
44536760,0.9064687030591742,-1.4178289748643051,3.980251214458527,3
44536916,0.27314525727474515,-1.0613541860416928,1.9638975390418685,3
44538037,0.5738719073193204,-1.4178289748643051,3.8412321954099107,3
44538896,0.915480220700659,-1.4178289748643051,3.609052684672733,3
44538910,0.5738719073193204,-1.4178289748643051,4.99370322885131,3
44538921,0.5738719073193204,-1.4178289748643051,4.534297684246766,3
44538935,0.6891770648650817,-1.4178289748643051,1.7254192082398652,3
44539046,0.5895429165188136,-1.4178289748643051,3.8412321954099107,3
44539390,1.7933625434218639,-1.4178289748643051,1.7254192082398652,3
44539683,1.464796248678944,-1.4178289748643051,1.7254192082398652,3
44539782,0.34598562878916567,-0.8139742712348548,2.359196066412368,3
44539797,0.5738719073193204,-1.0613541860416928,1.6057816063064596,3
44539884,-0.09938744495585114,-0.3455902629166099,5.874433376619552,3
44540293,1.5305967602151782,-1.0613541860416928,1.7254192082398652,3
44540467,1.1652220456859752,-1.4178289748643051,3.1427715381410035,3
44540497,1.464796248678944,-1.0613541860416928,2.0827600773830173,3
44540555,0.5738719073193204,-1.0613541860416928,4.257668956736875,3
44540763,1.737185351422759,-1.0613541860416928,1.8447874014597434,3
44540807,1.274842897311387,0.5266057166546305,1.987689534630338,3
44541055,0.6759121747969165,-1.4178289748643051,3.980251214458527,3
44541442,0.368509135633924,-1.4178289748643051,2.2961190803892384,3
44541614,0.5577875901064011,-0.23628124460158903,2.2149270327521124,3
44541814,-0.6217004569048872,-0.3455902629166099,3.0647931709881036,3
44542226,1.5995447965077778,0.3635671700869013,1.8788447283976295,3
44542603,1.0643782156270871,-1.4178289748643051,1.8686297266010494,3
44543721,1.6272245594692998,-1.4178289748643051,3.609052684672733,3
44543910,0.1908654622679325,0.2659524982608238,2.2453864652369178,3
44543935,1.5995447965077778,-1.4178289748643051,3.609052684672733,3
44543986,1.320264005547653,-1.4178289748643051,1.7254192082398652,3
44544564,1.2201281028685425,-0.6251987604330399,2.43795524036219,3
44544573,1.123304223070067,-1.4178289748643051,1.6297312574089182,3
44545023,0.5577875901064011,-1.0613541860416928,1.6057816063064596,3
44545430,-0.6217004569048872,-0.47294355898630297,2.588909481875764,3
44545952,1.4971478651480503,0.44965927192842575,3.0239156817134547,3
44546385,0.12949916287766725,-1.0613541860416928,3.025774226591036,3
44547017,0.45127631824186226,0.3163835454792592,2.2298201850560626,3
44547809,0.47035514391253075,-1.0613541860416928,1.820934756954788,3
44549350,0.5895429165188136,-1.4178289748643051,3.8412321954099107,3
44549451,0.9064687030591742,-1.4178289748643051,3.980251214458527,3
44550182,0.39025200151336853,-1.4178289748643051,1.7254192082398652,3
44550481,0.8973153397355034,-0.6251987604330399,2.3670763055097677,3
44550897,0.6197231084657697,-1.4178289748643051,1.7254192082398652,3
44551522,1.4512854169991436,0.2659524982608238,2.623231354258708,3
44552161,0.47035514391253075,-1.4178289748643051,3.980251214458527,3
44552487,1.5620535888056006,-1.0613541860416928,1.8447874014597434,3
44552861,1.4747096776750657,-1.4178289748643051,3.376244125506944,3
44553084,1.5864609376986383,-1.4178289748643051,3.609052684672733,3
44553226,1.7986527355491095,-1.0613541860416928,2.3197802923811532,3
44553653,0.09648538912009663,-0.8139742712348548,2.0431661305743365,3
44553673,1.5064816543401862,-1.4178289748643051,3.609052684672733,3
44553702,1.214874956152351,-1.4178289748643051,3.980251214458527,3
44553863,1.3458093423796085,-0.8139742712348548,3.609052684672733,3
44554822,1.5508308522176242,-1.0613541860416928,2.43795524036219,3
44555907,0.5738719073193204,-0.6251987604330399,3.3062737627888565,3
44555917,1.5508308522176242,-0.3455902629166099,1.8845189197300374,3
44556038,0.21948484221822664,-0.8139742712348548,2.43795524036219,3
44556095,0.32262598792556535,-0.47294355898630297,2.0875095680113276,3
44556349,1.0504078355656088,-1.4178289748643051,1.7731981574178068,3
44556556,0.8973153397355034,-1.4178289748643051,3.980251214458527,3
44557216,1.193351226323338,-1.4178289748643051,1.9638975390418685,3
44557722,1.0504078355656088,-1.4178289748643051,1.8686297266010494,3
44557761,-0.530550084508304,-1.4178289748643051,3.609052684672733,3
44557972,1.512614171048984,-1.4178289748643051,2.43795524036219,3
44558192,1.4267886223050248,-1.4178289748643051,1.7254192082398652,3
44558370,1.1988107332151416,-1.4178289748643051,2.43795524036219,3
44558371,0.5738719073193204,-0.8139742712348548,2.2487699224738247,3
44559214,1.6247681190790173,-1.4178289748643051,3.609052684672733,3
44559379,1.0712366870853867,-1.4178289748643051,3.609052684672733,3
44559551,1.274842897311387,-0.8139742712348548,1.5658404310397365,3
44559624,0.878565526615838,-1.4178289748643051,1.7254192082398652,3
44560087,1.1170523453282437,-1.4178289748643051,2.43795524036219,3
44560091,0.5577875901064011,-0.47294355898630297,1.8686297266010494,3
44560144,1.440923554705456,-1.4178289748643051,2.43795524036219,3
44560160,1.5479873768146393,-0.47294355898630297,1.7731981574178068,3
44560252,1.3858859207210152,-1.4178289748643051,1.7254192082398652,3
44560256,0.06170644243523466,-1.4178289748643051,4.072814216358358,3
44560261,0.5895429165188136,-1.4178289748643051,3.8412321954099107,3
44560319,0.47035514391253075,-0.47294355898630297,2.1159985521451348,3
44560435,0.9829291129419733,-1.4178289748643051,4.4421731213697315,3
44560476,0.1609117190899368,-1.4178289748643051,3.609052684672733,3
44560501,0.12949916287766725,-1.4178289748643051,2.43795524036219,3
44560666,1.3458093423796085,-1.4178289748643051,3.609052684672733,3
44560991,0.5738719073193204,-1.4178289748643051,3.8412321954099107,3
44561248,1.7933625434218639,0.153387479904356,1.7168827401084668,3
44561391,1.716993874060183,-1.0613541860416928,3.376244125506944,3
44561418,0.5738719073193204,-1.4178289748643051,2.201384677623268,3
44561481,1.279557988385001,-1.4178289748643051,4.072814216358358,3
44561536,1.8276263107940225,-1.4178289748643051,1.7254192082398652,3
44561690,1.4231959652289443,-1.4178289748643051,3.609052684672733,3
44561894,0.6197231084657697,-1.4178289748643051,1.7254192082398652,3
44562105,0.09648538912009663,-1.4178289748643051,4.072814216358358,3
44562313,0.45127631824186226,-0.47294355898630297,2.2771837135140274,3
44562360,-0.05528878302921971,-0.23628124460158903,2.7408732393864543,3
44562434,0.8973153397355034,-1.4178289748643051,3.980251214458527,3
44563287,1.6345250071320785,-1.4178289748643051,2.43795524036219,3
44563298,0.5738719073193204,-1.4178289748643051,3.8412321954099107,3
44563421,0.506832336382161,-0.6251987604330399,2.1539628021809927,3
44563515,1.5422539740048973,0.153387479904356,2.880669062050181,3
44563517,1.0643782156270871,-0.3455902629166099,1.5338646297432001,3
44563562,1.123304223070067,-1.4178289748643051,1.6297312574089182,3
44563726,0.43159204842358395,-0.47294355898630297,1.9543779729088742,3
44563798,1.193351226323338,-1.4178289748643051,3.609052684672733,3
44564207,1.4876471245973613,-1.4178289748643051,2.673673619964853,3
44564354,-0.14660770597109646,-0.8139742712348548,2.1223275924435323,3
44564420,0.8288790651392943,-0.6251987604330399,1.8447874014597434,3
44564879,1.3781041681188757,-0.23628124460158903,2.0657944996884745,3
44564913,0.7631262874204746,-1.4178289748643051,2.8147192438029074,3
44565126,1.3458093423796085,-1.4178289748643051,3.609052684672733,3
44565129,0.5895429165188136,-1.4178289748643051,3.7484337865101236,3
44565153,1.7898047615687043,-1.4178289748643051,2.43795524036219,3
44565173,-0.6217004569048872,-0.8139742712348548,5.146406537586819,3
44565178,1.3289127750950427,0.02067174674919342,1.9468971990726613,3
44565236,-0.530550084508304,-1.0613541860416928,2.43795524036219,3
44565387,1.3662177280275691,-1.0613541860416928,2.43795524036219,3
44565578,-0.6217004569048872,-1.0613541860416928,2.861672704330266,3
44565600,1.123304223070067,-1.4178289748643051,1.6297312574089182,3
44565671,0.7631262874204746,-0.8139742712348548,2.5278499919242616,3
44565707,1.6627410170986856,-1.4178289748643051,3.609052684672733,3
44565779,1.4267886223050248,-1.4178289748643051,3.609052684672733,3
44565900,1.0643782156270871,-0.6251987604330399,1.820934756954788,3
44565991,-0.09938744495585114,-1.4178289748643051,4.534297684246766,3
44566146,0.8391588551970123,-1.4178289748643051,3.376244125506944,3
44566228,0.47035514391253075,-0.8139742712348548,1.9797599646503365,3
44566477,0.21948484221822664,-1.4178289748643051,3.609052684672733,3
44566499,0.9749166616997876,0.153387479904356,2.583411893181949,3
44566561,1.170962363395068,-1.0613541860416928,1.820934756954788,3
44566591,0.7969167868286791,-1.0613541860416928,1.4858622265586587,3
44566593,1.4844421146094473,-1.4178289748643051,1.7254192082398652,3
44566788,0.21948484221822664,-0.6251987604330399,1.9281909552373648,3
44566970,-0.7262556373538616,-0.8139742712348548,2.9554893232413213,3
44567166,1.123304223070067,-1.4178289748643051,1.6297312574089182,3
44567188,0.09648538912009663,-0.8139742712348548,1.995618013312256,3
44567223,0.5738719073193204,-1.4178289748643051,3.8412321954099107,3
44567245,0.7746052611674751,-1.4178289748643051,4.534297684246766,3
44567256,-0.7262556373538616,-0.8139742712348548,4.840787961610707,3
44567299,0.47035514391253075,-1.4178289748643051,3.609052684672733,3
44567331,-0.7262556373538616,0.08997449730061792,4.328995509626703,3
44567458,0.1908654622679325,-0.14063498536218696,3.1836788308999617,3
44567496,0.1908654622679325,-0.23628124460158903,4.059596542031222,3
44567520,0.4888632083103395,-1.4178289748643051,1.7254192082398652,3
44567537,0.6342680142950221,-0.23628124460158903,3.1427715381410035,3
44567711,0.6048204870764983,-0.6251987604330399,2.861672704330266,3
44567719,0.47035514391253075,-0.8139742712348548,2.264556958377566,3
44567755,0.06170644243523466,-0.8139742712348548,1.9638975390418685,3
44567799,0.45127631824186226,-0.8139742712348548,1.9162837626468865,3
44567848,-0.19740212103962618,-0.6251987604330399,3.2362426540575053,3
44567867,0.6048204870764983,-1.4178289748643051,2.43795524036219,3
44567875,0.21948484221822664,-1.4178289748643051,1.7254192082398652,3
44567927,0.47035514391253075,-1.0613541860416928,2.201384677623268,3
44567947,-0.14660770597109646,-0.47294355898630297,3.5160066233521996,3
44567963,0.1908654622679325,-1.0613541860416928,1.8447874014597434,3
44567967,-0.19740212103962618,-1.0613541860416928,2.908595939234285,3
44567976,-1.7732138766009682,-1.0613541860416928,2.9554893232413213,3
45137784,1.6581437978706537,-1.4178289748643051,3.609052684672733,3
